x-axis,2
+340.7710000E-06,+0.0E+00
+340.7715000E-06,+0.0E+00
+340.7720000E-06,+0.0E+00
+340.7725000E-06,-5.6E-12
+340.7730000E-06,-62.5000000000E-03
+340.7735000E-06,-62.5000000000E-03
+340.7740000E-06,-62.5000000000E-03
+340.7745000E-06,-62.5000000000E-03
+340.7750000E-06,-62.4999999895E-03
+340.7755000E-06,-11.5E-12
+340.7760000E-06,-62.5000000000E-03
+340.7765000E-06,-62.5000000000E-03
+340.7770000E-06,-62.4999999856E-03
+340.7775000E-06,+0.0E+00
+340.7780000E-06,+0.0E+00
+340.7785000E-06,+0.0E+00
+340.7790000E-06,+0.0E+00
+340.7795000E-06,+0.0E+00
+340.7800000E-06,+0.0E+00
+340.7805000E-06,+0.0E+00
+340.7810000E-06,+0.0E+00
+340.7815000E-06,+0.0E+00
+340.7820000E-06,-24.3E-12
+340.7825000E-06,-62.5000000000E-03
+340.7830000E-06,-62.4999999737E-03
+340.7835000E-06,+0.0E+00
+340.7840000E-06,-28.2E-12
+340.7845000E-06,-62.5000000000E-03
+340.7850000E-06,-62.5000000000E-03
+340.7855000E-06,-62.5000000000E-03
+340.7860000E-06,-62.5000000000E-03
+340.7865000E-06,-62.5000000000E-03
+340.7870000E-06,-62.4999999659E-03
+340.7875000E-06,-35.1E-12
+340.7880000E-06,-62.5000000000E-03
+340.7885000E-06,-62.5000000000E-03
+340.7890000E-06,-62.4999999619E-03
+340.7895000E-06,-39.0E-12
+340.7900000E-06,-62.5000000000E-03
+340.7905000E-06,-62.5000000000E-03
+340.7910000E-06,-62.4999999580E-03
+340.7915000E-06,-43.0E-12
+340.7920000E-06,-62.5000000000E-03
+340.7925000E-06,-62.5000000000E-03
+340.7930000E-06,-62.5000000000E-03
+340.7935000E-06,-62.5000000000E-03
+340.7940000E-06,-62.5000000000E-03
+340.7945000E-06,-62.5000000489E-03
+340.7950000E-06,-124.9999999501E-03
+340.7955000E-06,-62.4999999491E-03
+340.7960000E-06,-103.7E-12
+340.7965000E-06,-124.9999999472E-03
+340.7970000E-06,-62.5000000000E-03
+340.7975000E-06,-62.5000000000E-03
+340.7980000E-06,-62.5000000000E-03
+340.7985000E-06,-62.4999999432E-03
+340.7990000E-06,+0.0E+00
+340.7995000E-06,-117.5E-12
+340.8000000E-06,-124.9999998806E-03
+340.8005000E-06,+0.0E+00
+340.8010000E-06,+0.0E+00
+340.8015000E-06,-62.7E-12
+340.8020000E-06,-62.5000000637E-03
+340.8025000E-06,-124.9999999354E-03
+340.8030000E-06,-62.4999999344E-03
+340.8035000E-06,-66.6E-12
+340.8040000E-06,-62.5000000000E-03
+340.8045000E-06,-62.5000000000E-03
+340.8050000E-06,-62.5000000000E-03
+340.8055000E-06,-62.5000000000E-03
+340.8060000E-06,-62.5000000000E-03
+340.8065000E-06,-62.4999999275E-03
+340.8070000E-06,-73.5E-12
+340.8075000E-06,-62.4999999255E-03
+340.8080000E-06,-75.5E-12
+340.8085000E-06,-62.5000000000E-03
+340.8090000E-06,-62.4999999226E-03
+340.8095000E-06,+78.4E-12
+340.8100000E-06,+62.4999998412E-03
+340.8105000E-06,-62.4999999196E-03
+340.8110000E-06,-81.4E-12
+340.8115000E-06,-62.5000000000E-03
+340.8120000E-06,-62.5000000000E-03
+340.8125000E-06,-62.5000000000E-03
+340.8130000E-06,-62.5000000000E-03
+340.8135000E-06,-62.4999999137E-03
+340.8140000E-06,-87.3E-12
+340.8145000E-06,-62.5000000882E-03
+340.8150000E-06,-124.9999998215E-03
+340.8155000E-06,+0.0E+00
+340.8160000E-06,+0.0E+00
+340.8165000E-06,-92.2E-12
+340.8170000E-06,-62.5000000000E-03
+340.8175000E-06,-62.4999999058E-03
+340.8180000E-06,-95.1E-12
+340.8185000E-06,-62.5000000000E-03
+340.8190000E-06,-62.5000000000E-03
+340.8195000E-06,-62.4999999019E-03
+340.8200000E-06,-99.1E-12
+340.8205000E-06,-62.5000000000E-03
+340.8210000E-06,-62.5000000000E-03
+340.8215000E-06,-62.5000000000E-03
+340.8220000E-06,-62.4999998970E-03
+340.8225000E-06,+0.0E+00
+340.8230000E-06,+105.0E-12
+340.8235000E-06,+62.4999998940E-03
+340.8240000E-06,-106.9E-12
+340.8245000E-06,-62.5000000000E-03
+340.8250000E-06,-62.4999998911E-03
+340.8255000E-06,+0.0E+00
+340.8260000E-06,-110.9E-12
+340.8265000E-06,-62.4999998881E-03
+340.8270000E-06,-112.9E-12
+340.8275000E-06,-62.4999998862E-03
+340.8280000E-06,+0.0E+00
+340.8285000E-06,-115.8E-12
+340.8290000E-06,-62.4999998832E-03
+340.8295000E-06,-117.8E-12
+340.8300000E-06,-62.5000000000E-03
+340.8305000E-06,-62.5000000000E-03
