x-axis,2
-100.0000E-09,+3.9062500000E-03
-99.8000E-09,+0.0E+00
-99.6000E-09,-19.5312500000E-03
-99.4000E-09,-42.9687500000E-03
-99.2000E-09,-70.3125000000E-03
-99.0000E-09,-78.1250000000E-03
-98.8000E-09,-66.4062500000E-03
-98.6000E-09,-46.8750000000E-03
-98.4000E-09,-27.3437500000E-03
-98.2000E-09,-19.5312500000E-03
-98.0000E-09,-35.1562500000E-03
-97.8000E-09,-42.9687500000E-03
-97.6000E-09,-46.8750000000E-03
-97.4000E-09,-35.1562500000E-03
-97.2000E-09,-19.5312500000E-03
-97.0000E-09,-7.8125000000E-03
-96.8000E-09,+3.9062500000E-03
-96.6000E-09,+19.5312500000E-03
-96.4000E-09,+35.1562500000E-03
-96.2000E-09,+42.9687500000E-03
-96.0000E-09,+35.1562500000E-03
-95.8000E-09,+15.6250000000E-03
-95.6000E-09,-0.0E+00
-95.4000E-09,-7.8125000000E-03
-95.2000E-09,-7.8125000000E-03
-95.0000E-09,-3.9062500000E-03
-94.8000E-09,-7.8125000000E-03
-94.6000E-09,-7.8125000000E-03
-94.4000E-09,-7.8125000000E-03
-94.2000E-09,+7.8125000000E-03
-94.0000E-09,+27.3437500000E-03
-93.8000E-09,+39.0625000000E-03
-93.6000E-09,+39.0625000000E-03
-93.4000E-09,+27.3437500000E-03
-93.2000E-09,+7.8125000000E-03
-93.0000E-09,-3.9062500000E-03
-92.8000E-09,-11.7187500000E-03
-92.6000E-09,-27.3437500000E-03
-92.4000E-09,-42.9687500000E-03
-92.2000E-09,-54.6875000000E-03
-92.0000E-09,-46.8750000000E-03
-91.8000E-09,-23.4375000000E-03
-91.6000E-09,+0.0E+00
-91.4000E-09,+7.8125000000E-03
-91.2000E-09,-3.9062500000E-03
-91.0000E-09,-31.2500000000E-03
-90.8000E-09,-54.6875000000E-03
-90.6000E-09,-74.2187500000E-03
-90.4000E-09,-74.2187500000E-03
-90.2000E-09,-58.5937500000E-03
-90.0000E-09,-35.1562500000E-03
-89.8000E-09,-19.5312500000E-03
-89.6000E-09,-19.5312500000E-03
-89.4000E-09,-35.1562500000E-03
-89.2000E-09,-58.5937500000E-03
-89.0000E-09,-74.2187500000E-03
-88.8000E-09,-78.1250000000E-03
-88.6000E-09,-78.1250000000E-03
-88.4000E-09,-70.3125000000E-03
-88.2000E-09,-54.6875000000E-03
-88.0000E-09,-35.1562500000E-03
-87.8000E-09,-19.5312500000E-03
-87.6000E-09,-19.5312500000E-03
-87.4000E-09,-35.1562500000E-03
-87.2000E-09,-62.5000000000E-03
-87.0000E-09,-78.1250000000E-03
-86.8000E-09,-74.2187500000E-03
-86.6000E-09,-54.6875000000E-03
-86.4000E-09,-31.2500000000E-03
-86.2000E-09,-3.9062500000E-03
-86.0000E-09,+3.9062500000E-03
-85.8000E-09,-0.0E+00
-85.6000E-09,-19.5312500000E-03
-85.4000E-09,-42.9687500000E-03
-85.2000E-09,-62.5000000000E-03
-85.0000E-09,-70.3125000000E-03
-84.8000E-09,-74.2187500000E-03
-84.6000E-09,-74.2187500000E-03
-84.4000E-09,-70.3125000000E-03
-84.2000E-09,-54.6875000000E-03
-84.0000E-09,-35.1562500000E-03
-83.8000E-09,-19.5312500000E-03
-83.6000E-09,-19.5312500000E-03
-83.4000E-09,-35.1562500000E-03
-83.2000E-09,-66.4062500000E-03
-83.0000E-09,-82.0312500000E-03
-82.8000E-09,-66.4062500000E-03
-82.6000E-09,-39.0625000000E-03
-82.4000E-09,-19.5312500000E-03
-82.2000E-09,-31.2500000000E-03
-82.0000E-09,-85.9375000000E-03
-81.8000E-09,-140.6250000000E-03
-81.6000E-09,-171.8750000000E-03
-81.4000E-09,-175.7812500000E-03
-81.2000E-09,-144.5312500000E-03
-81.0000E-09,-128.9062500000E-03
-80.8000E-09,-125.0000000000E-03
-80.6000E-09,-128.9062500000E-03
-80.4000E-09,-132.8125000000E-03
-80.2000E-09,-117.1875000000E-03
-80.0000E-09,-97.6562500000E-03
-79.8000E-09,-85.9375000000E-03
-79.6000E-09,-89.8437500000E-03
-79.4000E-09,-101.5625000000E-03
-79.2000E-09,-113.2812500000E-03
-79.0000E-09,-109.3750000000E-03
-78.8000E-09,-89.8437500000E-03
-78.6000E-09,-70.3125000000E-03
-78.4000E-09,-58.5937500000E-03
-78.2000E-09,-58.5937500000E-03
-78.0000E-09,-58.5937500000E-03
